trip_id,subscriber_type,bikeid,start_time,start_station_id,start_station_name,end_station_id,end_station_name,duration_minutes
23375220,Explorer,19682,2021-01-02 15:41:38 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,154
23378921,24 Hour Walk Up Pass,19171,2021-01-03 13:42:35 UTC,2823.0,East 5th/Broadway @ Capital Metro HQ,3293,East 2nd/Pedernales,24
23376666,Local31,19682,2021-01-02 20:24:59 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,2
23442283,Local31,19646,2021-01-22 17:49:01 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,17
23454565,Local31,19453,2021-01-26 14:19:43 UTC,2568.0,East 11th/Victory Grill,2568,East 11th/Victory Grill,25
23377729,Local31,033G,2021-01-03 10:19:03 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,51
23399538,Local31,2722,2021-01-09 16:25:25 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,52
23460073,Local31,180,2021-01-28 09:03:44 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,49
23380939,Local31,1899,2021-01-03 17:12:24 UTC,2823.0,East 5th/Broadway @ Capital Metro HQ,4062,Lakeshore/Pleasant Valley,37
23379817,Local31,19418,2021-01-03 15:24:10 UTC,4057.0,6th/Chalmers ,4057,6th/Chalmers ,48
23459138,Local31,18913,2021-01-27 18:03:46 UTC,4059.0,Nash Hernandez/East @ RBJ South,4057,6th/Chalmers ,12
23387119,24 Hour Walk Up Pass,024G,2021-01-05 14:06:10 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,9
23395380,Local31,938,2021-01-08 14:02:43 UTC,4054.0,Rosewood/Chicon,4047,8th/Lavaca,11
23398638,Local31,1596,2021-01-09 14:00:44 UTC,4055.0,11th/Salina ,4047,8th/Lavaca,11
23404314,Local31,19270,2021-01-11 20:41:37 UTC,3291.0,11th/San Jacinto,4054,Rosewood/Chicon,6
23418167,Local31,19330,2021-01-16 10:29:47 UTC,4057.0,6th/Chalmers ,4055,11th/Salina ,4
23418128,Local31,14251,2021-01-16 10:22:07 UTC,2823.0,East 5th/Broadway @ Capital Metro HQ,4057,6th/Chalmers ,6
23422024,Local31,19132,2021-01-16 23:34:56 UTC,2823.0,East 5th/Broadway @ Capital Metro HQ,4055,11th/Salina ,8
23419579,Local31,21487,2021-01-16 14:13:43 UTC,4054.0,Rosewood/Chicon,4047,8th/Lavaca,10
23442484,Local31,19442,2021-01-22 19:03:56 UTC,2823.0,East 5th/Broadway @ Capital Metro HQ,4055,11th/Salina ,11
23443741,Local31,19442,2021-01-23 10:19:35 UTC,2823.0,East 5th/Broadway @ Capital Metro HQ,4055,11th/Salina ,9
23443333,Local31,19442,2021-01-23 07:12:56 UTC,4055.0,11th/Salina ,2823,East 5th/Broadway @ Capital Metro HQ,7
23436454,Local31,19442,2021-01-21 04:46:54 UTC,4055.0,11th/Salina ,2823,East 5th/Broadway @ Capital Metro HQ,238
23436794,Local31,17635,2021-01-21 09:30:52 UTC,3291.0,11th/San Jacinto,4055,11th/Salina ,9
23439891,Local31,341,2021-01-22 05:30:49 UTC,4057.0,6th/Chalmers ,2823,East 5th/Broadway @ Capital Metro HQ,9
23462697,Local31,19205,2021-01-29 05:32:17 UTC,4054.0,Rosewood/Chicon,2823,East 5th/Broadway @ Capital Metro HQ,7
23466431,Local31,19646,2021-01-30 10:14:06 UTC,2823.0,East 5th/Broadway @ Capital Metro HQ,4055,11th/Salina ,7
23451688,Local31,17635,2021-01-25 15:57:43 UTC,4055.0,11th/Salina ,3291,11th/San Jacinto,7
23453446,Local31,17370,2021-01-26 10:13:17 UTC,4054.0,Rosewood/Chicon,4047,8th/Lavaca,9
23470461,Local31,19198,2021-01-30 21:48:18 UTC,4058.0,Hollow Creek/Barton Hills,4050,5th/Campbell,46
23419522,Local31,19163,2021-01-16 14:06:36 UTC,3790.0,Lake Austin Blvd/Deep Eddy,2823,East 5th/Broadway @ Capital Metro HQ,38
23420767,Local31,19163,2021-01-16 16:36:45 UTC,4060.0,Red River/Cesar Chavez @ The Fairmont,3790,Lake Austin Blvd/Deep Eddy,32
23473013,Local31,183,2021-01-31 14:06:50 UTC,3790.0,Lake Austin Blvd/Deep Eddy,3790,Lake Austin Blvd/Deep Eddy,88
23419531,Local31,17438,2021-01-16 14:07:18 UTC,3790.0,Lake Austin Blvd/Deep Eddy,2823,East 5th/Broadway @ Capital Metro HQ,37
23395257,24 Hour Walk Up Pass,3025,2021-01-08 13:21:09 UTC,4062.0,Lakeshore/Pleasant Valley,4059,Nash Hernandez/East @ RBJ South,29
23416161,Local31,160,2021-01-15 14:44:24 UTC,4059.0,Nash Hernandez/East @ RBJ South,4048,South Congress @ Bouldin Creek,15
23396463,Single Trip (Pay-as-you-ride),153,2021-01-08 18:24:01 UTC,2823.0,East 5th/Broadway @ Capital Metro HQ,3294,6th/Lavaca,21
23420665,Local31,17751,2021-01-16 16:24:46 UTC,4699.0,East 5th/Shady @ Eastside Bus Plaza,4052,Rosewood/Angelina,49
23420278,Local31,21610,2021-01-16 15:38:03 UTC,4052.0,Rosewood/Angelina,4699,East 5th/Shady @ Eastside Bus Plaza,45
23420666,Local31,19107,2021-01-16 16:24:57 UTC,4699.0,East 5th/Shady @ Eastside Bus Plaza,4052,Rosewood/Angelina,49
23400232,24 Hour Walk Up Pass,18532,2021-01-09 20:09:47 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,85
23421197,Local31,19427,2021-01-16 17:35:43 UTC,3291.0,11th/San Jacinto,2561,12th/San Jacinto @ State Capitol Visitors Garage,45
23461318,Local31,21447,2021-01-28 15:07:43 UTC,3291.0,11th/San Jacinto,3291,11th/San Jacinto,34
23458462,Local31,19224,2021-01-27 15:52:57 UTC,3291.0,11th/San Jacinto,2561,12th/San Jacinto @ State Capitol Visitors Garage,36
23414076,Local31,21447,2021-01-14 17:52:21 UTC,3293.0,East 2nd/Pedernales,4057,6th/Chalmers ,5
23417124,Local31,19148,2021-01-15 19:23:21 UTC,3293.0,East 2nd/Pedernales,3660,East 6th/Medina,6
23409924,Local31,16330,2021-01-13 16:30:30 UTC,3293.0,East 2nd/Pedernales,4057,6th/Chalmers ,7
23436226,Local31,18329,2021-01-20 21:13:53 UTC,3660.0,East 6th/Medina,3293,East 2nd/Pedernales,7
23436359,Local31,18329,2021-01-21 00:08:31 UTC,3293.0,East 2nd/Pedernales,3660,East 6th/Medina,6
23435671,Local31,18329,2021-01-20 16:47:10 UTC,3293.0,East 2nd/Pedernales,4057,6th/Chalmers ,5
23408656,24 Hour Walk Up Pass,19355,2021-01-13 15:36:44 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,54
23409801,Single Trip (Pay-as-you-ride),2135,2021-01-13 16:00:35 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,71
23471318,Local31,140,2021-01-31 08:46:26 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,62
23468086,Local31,180,2021-01-30 14:46:17 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,30
23419877,Local31,21408,2021-01-16 14:49:28 UTC,3685.0,9th/Henderson,3685,9th/Henderson,26
23454318,Local31,19418,2021-01-26 13:24:50 UTC,3685.0,9th/Henderson,3685,9th/Henderson,24
23437528,Local31,21648,2021-01-21 13:57:44 UTC,3685.0,9th/Henderson,3685,9th/Henderson,23
23416114,Local31,21408,2021-01-15 14:34:22 UTC,3685.0,9th/Henderson,3685,9th/Henderson,24
23467387,Local31,19199,2021-01-30 13:04:03 UTC,4050.0,5th/Campbell,3660,East 6th/Medina,15
23418277,24 Hour Walk Up Pass,21465,2021-01-16 10:57:00 UTC,3291.0,11th/San Jacinto,4060,Red River/Cesar Chavez @ The Fairmont,47
23458690,Local31,140,2021-01-27 16:42:19 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,40
23419545,24 Hour Walk Up Pass,2135,2021-01-16 14:08:46 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,160
23420750,24 Hour Walk Up Pass,18673,2021-01-16 16:34:57 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,80
23421019,Pay-as-you-ride,832,2021-01-16 17:08:55 UTC,3685.0,9th/Henderson,3685,9th/Henderson,37
23421498,Local31,19265,2021-01-16 18:54:05 UTC,3790.0,Lake Austin Blvd/Deep Eddy,4060,Red River/Cesar Chavez @ The Fairmont,33
23425611,Local31,16936,2021-01-17 16:25:57 UTC,3791.0,Lake Austin/Enfield,3790,Lake Austin Blvd/Deep Eddy,7
23424603,Local31,16936,2021-01-17 14:40:14 UTC,3790.0,Lake Austin Blvd/Deep Eddy,3791,Lake Austin/Enfield,23
23424605,Local31,19163,2021-01-17 14:40:22 UTC,3790.0,Lake Austin Blvd/Deep Eddy,3791,Lake Austin/Enfield,23
23421496,Local31,17438,2021-01-16 18:53:57 UTC,3790.0,Lake Austin Blvd/Deep Eddy,4060,Red River/Cesar Chavez @ The Fairmont,34
23427454,3-Day Weekender,17751,2021-01-18 09:01:23 UTC,4052.0,Rosewood/Angelina,4057,6th/Chalmers ,8
23422622,Explorer,19207,2021-01-17 10:20:08 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,40
23475352,Local31,19424,2021-01-31 19:03:59 UTC,4054.0,Rosewood/Chicon,4062,Lakeshore/Pleasant Valley,17
23424494,Explorer,2135,2021-01-17 14:30:33 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,54
23424540,24 Hour Walk Up Pass,716,2021-01-17 14:35:30 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,98
23461104,Local31,19085,2021-01-28 14:21:38 UTC,4052.0,Rosewood/Angelina,4047,8th/Lavaca,14
23463033,Local31,21408,2021-01-29 09:29:48 UTC,4047.0,8th/Lavaca,2568,East 11th/Victory Grill,30
23427748,Local31,21508,2021-01-18 10:39:15 UTC,4062.0,Lakeshore/Pleasant Valley,3790,Lake Austin Blvd/Deep Eddy,53
23427749,Local31,19437,2021-01-18 10:39:17 UTC,4062.0,Lakeshore/Pleasant Valley,3790,Lake Austin Blvd/Deep Eddy,53
23465126,Local31,18947,2021-01-29 18:05:22 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,28
23427997,Local31,080G,2021-01-18 11:33:58 UTC,4699.0,East 5th/Shady @ Eastside Bus Plaza,4699,East 5th/Shady @ Eastside Bus Plaza,87
23431490,Explorer,16290,2021-01-19 08:35:53 UTC,4047.0,8th/Lavaca,4047,8th/Lavaca,31
23457554,Local31,509,2021-01-27 12:19:40 UTC,2568.0,East 11th/Victory Grill,3660,East 6th/Medina,5
23438398,Local31,18266,2021-01-21 18:19:37 UTC,4051.0,10th/Red River,2561,12th/San Jacinto @ State Capitol Visitors Garage,47
23452411,Local31,17635,2021-01-25 18:52:32 UTC,3291.0,11th/San Jacinto,2561,12th/San Jacinto @ State Capitol Visitors Garage,44
23469206,Local31,815,2021-01-30 17:02:04 UTC,4050.0,5th/Campbell,3790,Lake Austin Blvd/Deep Eddy,12
23469656,Local31,425,2021-01-30 18:03:33 UTC,3790.0,Lake Austin Blvd/Deep Eddy,4050,5th/Campbell,6
23461620,Local365,12802,2021-01-28 16:17:38 UTC,4057.0,6th/Chalmers ,4062,Lakeshore/Pleasant Valley,24
23440808,24 Hour Walk Up Pass,561,2021-01-22 12:21:51 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,107
23440818,24 Hour Walk Up Pass,523,2021-01-22 12:22:48 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,106
23441331,3-Day Weekender,14151,2021-01-22 14:18:30 UTC,4054.0,Rosewood/Chicon,3685,9th/Henderson,38
23441311,3-Day Weekender,2355,2021-01-22 14:16:48 UTC,4054.0,Rosewood/Chicon,3685,9th/Henderson,40
23447718,3-Day Weekender,19783,2021-01-24 12:26:39 UTC,3293.0,East 2nd/Pedernales,4054,Rosewood/Chicon,9
23443275,Single Trip (Pay-as-you-ride),716,2021-01-23 05:08:18 UTC,4057.0,6th/Chalmers ,4057,6th/Chalmers ,40
23444111,Local31,993,2021-01-23 11:52:35 UTC,3293.0,East 2nd/Pedernales,4059,Nash Hernandez/East @ RBJ South,15
23444189,Local31,024G,2021-01-23 12:07:58 UTC,4059.0,Nash Hernandez/East @ RBJ South,4062,Lakeshore/Pleasant Valley,36
23446671,Local31,19783,2021-01-24 00:35:48 UTC,3660.0,East 6th/Medina,3293,East 2nd/Pedernales,8
23446455,Local31,503,2021-01-23 21:07:36 UTC,3293.0,East 2nd/Pedernales,3660,East 6th/Medina,10
23455750,Local31,19688,2021-01-26 18:18:54 UTC,3293.0,East 2nd/Pedernales,3293,East 2nd/Pedernales,30
23444112,Local31,1797,2021-01-23 11:52:37 UTC,3293.0,East 2nd/Pedernales,4062,Lakeshore/Pleasant Valley,52
23455749,Local31,19847,2021-01-26 18:18:52 UTC,3293.0,East 2nd/Pedernales,3293,East 2nd/Pedernales,30
23446080,Local31,621,2021-01-23 18:26:37 UTC,4879.0,16th/San Antonio,3790,Lake Austin Blvd/Deep Eddy,21
23455889,Local31,220,2021-01-26 19:13:44 UTC,4050.0,5th/Campbell,3790,Lake Austin Blvd/Deep Eddy,6
23447590,Local31,19692,2021-01-24 11:52:38 UTC,3791.0,Lake Austin/Enfield,3790,Lake Austin Blvd/Deep Eddy,7
23469311,Local31,17850,2021-01-30 17:17:19 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,33
23454362,Local31,993,2021-01-26 13:31:26 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,59
23460684,Local31,993,2021-01-28 12:36:36 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,55
23474858,Local31,341,2021-01-31 17:11:16 UTC,2823.0,East 5th/Broadway @ Capital Metro HQ,2823,East 5th/Broadway @ Capital Metro HQ,55
23452652,Single Trip (Pay-as-you-ride),136G,2021-01-25 20:21:23 UTC,3791.0,Lake Austin/Enfield,3791,Lake Austin/Enfield,29
23452755,Pay-as-you-ride,666,2021-01-25 21:31:33 UTC,4054.0,Rosewood/Chicon,4057,6th/Chalmers ,6
23452858,Pay-as-you-ride,18696,2021-01-25 22:48:51 UTC,4057.0,6th/Chalmers ,4054,Rosewood/Chicon,5
23457561,Pay-as-you-ride,386,2021-01-27 12:21:07 UTC,4060.0,Red River/Cesar Chavez @ The Fairmont,4048,South Congress @ Bouldin Creek,47
23457908,Single Trip (Pay-as-you-ride),18913,2021-01-27 13:42:37 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,29
23457912,Single Trip (Pay-as-you-ride),335G,2021-01-27 13:43:54 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,29
23461938,Pay-as-you-ride,19303,2021-01-28 17:44:25 UTC,4879.0,16th/San Antonio,4879,16th/San Antonio,380
23463884,Local31,21652,2021-01-29 13:38:44 UTC,3685.0,9th/Henderson,4059,Nash Hernandez/East @ RBJ South,49
23464305,Explorer,19821,2021-01-29 15:09:58 UTC,2568.0,East 11th/Victory Grill,4048,South Congress @ Bouldin Creek,36
23474484,U.T. Student Membership,17850,2021-01-31 16:32:41 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,45
23467555,3-Day Weekender,49,2021-01-30 13:31:02 UTC,3660.0,East 6th/Medina,3685,9th/Henderson,11
23467912,3-Day Weekender,369G,2021-01-30 14:24:07 UTC,4048.0,South Congress @ Bouldin Creek,3790,Lake Austin Blvd/Deep Eddy,43
23467932,3-Day Weekender,349G,2021-01-30 14:27:12 UTC,4048.0,South Congress @ Bouldin Creek,3790,Lake Austin Blvd/Deep Eddy,40
23469194,Explorer,21610,2021-01-30 17:00:12 UTC,4699.0,East 5th/Shady @ Eastside Bus Plaza,4699,East 5th/Shady @ Eastside Bus Plaza,69
23472446,Explorer,1441,2021-01-31 12:49:19 UTC,4057.0,6th/Chalmers ,3660,East 6th/Medina,8
23471923,24 Hour Walk Up Pass,14190,2021-01-31 11:22:54 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,47
23471937,24 Hour Walk Up Pass,993,2021-01-31 11:24:27 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,45
23472717,Single Trip (Pay-as-you-ride),1797,2021-01-31 13:29:57 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,26
23473253,24 Hour Walk Up Pass,16828,2021-01-31 14:27:23 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,96
23473273,Single Trip (Pay-as-you-ride),3541,2021-01-31 14:30:48 UTC,4050.0,5th/Campbell,4050,5th/Campbell,68
23473749,24 Hour Walk Up Pass,19821,2021-01-31 15:19:08 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,83
23473768,24 Hour Walk Up Pass,226,2021-01-31 15:21:00 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,81
23473918,Local31,19706,2021-01-31 15:35:16 UTC,3660.0,East 6th/Medina,3293,East 2nd/Pedernales,17
23474691,Local31,19706,2021-01-31 16:53:47 UTC,3293.0,East 2nd/Pedernales,3660,East 6th/Medina,13
23473920,Pay-as-you-ride,105G,2021-01-31 15:35:32 UTC,3660.0,East 6th/Medina,3293,East 2nd/Pedernales,16
23474549,24 Hour Walk Up Pass,18995,2021-01-31 16:38:13 UTC,4057.0,6th/Chalmers ,4057,6th/Chalmers ,91
23474557,24 Hour Walk Up Pass,18909,2021-01-31 16:39:19 UTC,4057.0,6th/Chalmers ,4057,6th/Chalmers ,90
23475135,Local31,19688,2021-01-31 17:56:48 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,3
23475434,24 Hour Walk Up Pass,19783,2021-01-31 19:31:08 UTC,4054.0,Rosewood/Chicon,4051,10th/Red River,12
23369172,Local31,19205,2021-01-01 01:20:12 UTC,2823.0,East 5th/Broadway @ Capital Metro HQ,4055,11th/Salina ,6
23369478,Local365,1639,2021-01-01 10:01:52 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,26
23370858,Single Trip (Pay-as-you-ride),2077,2021-01-01 15:20:04 UTC,2823.0,East 5th/Broadway @ Capital Metro HQ,2823,East 5th/Broadway @ Capital Metro HQ,68
23371024,Local31,16290,2021-01-01 15:42:30 UTC,4052.0,Rosewood/Angelina,4052,Rosewood/Angelina,39
23371167,Single Trip (Pay-as-you-ride),2459,2021-01-01 16:01:40 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,55
23373182,24 Hour Walk Up Pass,046G,2021-01-02 10:39:08 UTC,4060.0,Red River/Cesar Chavez @ The Fairmont,4060,Red River/Cesar Chavez @ The Fairmont,54
23373603,Single Trip (Pay-as-you-ride),19235,2021-01-02 12:06:21 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,34
23374058,24 Hour Walk Up Pass,863,2021-01-02 13:15:06 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,19
23374227,Single Trip (Pay-as-you-ride),19171,2021-01-02 13:38:08 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,64
23374290,Local365,18995,2021-01-02 13:45:56 UTC,3791.0,Lake Austin/Enfield,3791,Lake Austin/Enfield,34
23374954,Single Trip (Pay-as-you-ride),2459,2021-01-02 15:11:24 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,55
23374997,Local31,19211,2021-01-02 15:15:29 UTC,4059.0,Nash Hernandez/East @ RBJ South,4059,Nash Hernandez/East @ RBJ South,65
23375498,Local365,19693,2021-01-02 16:09:46 UTC,4059.0,Nash Hernandez/East @ RBJ South,4050,5th/Campbell,46
23376096,Pay-as-you-ride,16418,2021-01-02 17:26:40 UTC,4062.0,Lakeshore/Pleasant Valley,4062,Lakeshore/Pleasant Valley,40
23376368,3-Day Weekender,442,2021-01-02 18:29:51 UTC,4047.0,8th/Lavaca,3294,6th/Lavaca,2
23377971,Pay-as-you-ride,201,2021-01-03 11:13:44 UTC,4060.0,Red River/Cesar Chavez @ The Fairmont,3791,Lake Austin/Enfield,75
23378864,Explorer,16330,2021-01-03 13:38:16 UTC,2823.0,East 5th/Broadway @ Capital Metro HQ,3293,East 2nd/Pedernales,27
23379202,24 Hour Walk Up Pass,19221,2021-01-03 14:19:06 UTC,3685.0,9th/Henderson,3660,East 6th/Medina,15
23381360,Local31,19918,2021-01-03 18:46:46 UTC,3291.0,11th/San Jacinto,2561,12th/San Jacinto @ State Capitol Visitors Garage,47
23381363,Local31,16337,2021-01-03 18:47:01 UTC,3291.0,11th/San Jacinto,2561,12th/San Jacinto @ State Capitol Visitors Garage,46
23383842,Local365,19224,2021-01-04 14:46:25 UTC,4048.0,South Congress @ Bouldin Creek,4048,South Congress @ Bouldin Creek,49
23384549,Explorer,19258,2021-01-04 16:41:42 UTC,4062.0,Lakeshore/Pleasant Valley,4052,Rosewood/Angelina,30
